Date: 07-12-2015
Stats,Layer 1 d (nm),GOF
Mean,377.9,0.9783
Median,403.7,0.9743
Std Dev,69.49,0.009612
Min,221.2,0.9682
Max,466,0.9980
Range,244.8,0.02983
Meas #,Layer 1 d (nm),GOF,Result,Recipe,Date/Time,Elapsed Time (s),User ID,Sample ID,,MMGUID
 174,317.7,.99056, ,SiO2 on Si,7/12/2015 7:17:30 PM,4126.73,,Unknown-11543,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 175,318.3,.99063, ,SiO2 on Si,7/12/2015 7:17:40 PM,4136.73,,Unknown-11544,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 176,318.9,.99039, ,SiO2 on Si,7/12/2015 7:17:50 PM,4146.74,,Unknown-11545,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 177,319.6,.99023, ,SiO2 on Si,7/12/2015 7:18:00 PM,4156.74,,Unknown-11546,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 178,320.2,.98991, ,SiO2 on Si,7/12/2015 7:18:10 PM,4166.74,,Unknown-11547,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 179,320.9,.98959, ,SiO2 on Si,7/12/2015 7:18:20 PM,4176.74,,Unknown-11548,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 180,321.5,.98911, ,SiO2 on Si,7/12/2015 7:18:30 PM,4186.73,,Unknown-11549,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 181,322.2,.98847, ,SiO2 on Si,7/12/2015 7:18:40 PM,4196.74,,Unknown-11550,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 182,322.8,.98783, ,SiO2 on Si,7/12/2015 7:18:50 PM,4206.74,,Unknown-11551,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 183,323.5,.98737, ,SiO2 on Si,7/12/2015 7:19:00 PM,4216.73,,Unknown-11552,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 184,324.1,.98654, ,SiO2 on Si,7/12/2015 7:19:11 PM,4226.74,,Unknown-11553,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 185,324.7,.98582, ,SiO2 on Si,7/12/2015 7:19:21 PM,4236.74,,Unknown-11554,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 186,325.4,.98481, ,SiO2 on Si,7/12/2015 7:19:31 PM,4246.74,,Unknown-11555,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 187,326,.98393, ,SiO2 on Si,7/12/2015 7:19:41 PM,4256.74,,Unknown-11556,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 188,326.7,.98294, ,SiO2 on Si,7/12/2015 7:19:51 PM,4266.74,,Unknown-11557,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 189,327.3,.98194, ,SiO2 on Si,7/12/2015 7:20:01 PM,4276.73,,Unknown-11558,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 190,328,.98997, ,SiO2 on Si,7/12/2015 7:20:11 PM,4286.74,,Unknown-11559,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 191,328.6,.99016, ,SiO2 on Si,7/12/2015 7:20:21 PM,4296.74,,Unknown-11560,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 192,329.3,.99030, ,SiO2 on Si,7/12/2015 7:20:31 PM,4306.73,,Unknown-11561,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 193,329.9,.99040, ,SiO2 on Si,7/12/2015 7:20:41 PM,4316.73,,Unknown-11562,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 194,330.6,.99044, ,SiO2 on Si,7/12/2015 7:20:51 PM,4326.74,,Unknown-11563,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 195,331.2,.99037, ,SiO2 on Si,7/12/2015 7:21:01 PM,4336.74,,Unknown-11564,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 196,331.8,.99022, ,SiO2 on Si,7/12/2015 7:21:11 PM,4346.73,,Unknown-11565,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 197,332.5,.99004, ,SiO2 on Si,7/12/2015 7:21:21 PM,4356.74,,Unknown-11566,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 198,333.1,.98977, ,SiO2 on Si,7/12/2015 7:21:31 PM,4366.75,,Unknown-11567,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 199,333.7,.98946, ,SiO2 on Si,7/12/2015 7:21:41 PM,4376.73,,Unknown-11568,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 200,334.4,.98910, ,SiO2 on Si,7/12/2015 7:21:51 PM,4387.04,,Unknown-11569,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 201,335,.98865, ,SiO2 on Si,7/12/2015 7:22:01 PM,4397.04,,Unknown-11570,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 202,335.6,.98825, ,SiO2 on Si,7/12/2015 7:22:11 PM,4407.04,,Unknown-11571,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 203,336.3,.98767, ,SiO2 on Si,7/12/2015 7:22:21 PM,4417.04,,Unknown-11572,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 204,336.9,.98709, ,SiO2 on Si,7/12/2015 7:22:31 PM,4427.05,,Unknown-11573,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 205,337.5,.98650, ,SiO2 on Si,7/12/2015 7:22:41 PM,4437.04,,Unknown-11574,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 206,338.2,.98588, ,SiO2 on Si,7/12/2015 7:22:51 PM,4447.04,,Unknown-11575,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 207,338.8,.98517, ,SiO2 on Si,7/12/2015 7:23:01 PM,4457.05,,Unknown-11576,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 208,339.4,.98948, ,SiO2 on Si,7/12/2015 7:23:11 PM,4467.04,,Unknown-11577,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 209,340,.98943, ,SiO2 on Si,7/12/2015 7:23:21 PM,4477.04,,Unknown-11578,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 210,340.7,.98942, ,SiO2 on Si,7/12/2015 7:23:31 PM,4487.05,,Unknown-11579,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 211,341.3,.98931, ,SiO2 on Si,7/12/2015 7:23:41 PM,4497.05,,Unknown-11580,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 212,341.9,.98918, ,SiO2 on Si,7/12/2015 7:23:51 PM,4507.06,,Unknown-11581,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 213,342.6,.98901, ,SiO2 on Si,7/12/2015 7:24:01 PM,4517.06,,Unknown-11582,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 214,343.2,.98879, ,SiO2 on Si,7/12/2015 7:24:11 PM,4527.05,,Unknown-11583,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 215,343.8,.98852, ,SiO2 on Si,7/12/2015 7:24:21 PM,4537.06,,Unknown-11584,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 216,344.4,.98825, ,SiO2 on Si,7/12/2015 7:24:31 PM,4547.06,,Unknown-11585,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 217,345.1,.98795, ,SiO2 on Si,7/12/2015 7:24:41 PM,4557.06,,Unknown-11586,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 218,345.7,.98758, ,SiO2 on Si,7/12/2015 7:24:51 PM,4567.06,,Unknown-11587,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 219,346.3,.98719, ,SiO2 on Si,7/12/2015 7:25:01 PM,4577.06,,Unknown-11588,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 220,346.9,.98679, ,SiO2 on Si,7/12/2015 7:25:11 PM,4587.06,,Unknown-11589,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 221,347.5,.98631, ,SiO2 on Si,7/12/2015 7:25:21 PM,4597.06,,Unknown-11590,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 222,348.1,.98578, ,SiO2 on Si,7/12/2015 7:25:31 PM,4607.06,,Unknown-11591,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 223,348.7,.98526, ,SiO2 on Si,7/12/2015 7:25:41 PM,4617.05,,Unknown-11592,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 224,349.4,.98479, ,SiO2 on Si,7/12/2015 7:25:51 PM,4627.06,,Unknown-11593,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 225,350,.98805, ,SiO2 on Si,7/12/2015 7:26:01 PM,4637.06,,Unknown-11594,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 226,350.7,.98812, ,SiO2 on Si,7/12/2015 7:26:11 PM,4647.07,,Unknown-11595,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 227,351.3,.98793, ,SiO2 on Si,7/12/2015 7:26:21 PM,4657.06,,Unknown-11596,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 228,351.9,.98777, ,SiO2 on Si,7/12/2015 7:26:31 PM,4667.06,,Unknown-11597,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 229,352.5,.98752, ,SiO2 on Si,7/12/2015 7:26:41 PM,4677.06,,Unknown-11598,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 230,353.1,.98732, ,SiO2 on Si,7/12/2015 7:26:51 PM,4687.07,,Unknown-11599,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 231,353.7,.98707, ,SiO2 on Si,7/12/2015 7:27:01 PM,4697.05,,Unknown-11600,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 232,354.4,.98681, ,SiO2 on Si,7/12/2015 7:27:11 PM,4707.06,,Unknown-11601,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 233,355,.98665, ,SiO2 on Si,7/12/2015 7:27:21 PM,4717.06,,Unknown-11602,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 234,355.6,.98623, ,SiO2 on Si,7/12/2015 7:27:31 PM,4727.05,,Unknown-11603,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 235,356.3,.98598, ,SiO2 on Si,7/12/2015 7:27:41 PM,4737.06,,Unknown-11604,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 236,356.9,.98568, ,SiO2 on Si,7/12/2015 7:27:51 PM,4747.06,,Unknown-11605,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 237,357.5,.98521, ,SiO2 on Si,7/12/2015 7:28:01 PM,4757.06,,Unknown-11606,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 238,358.2,.98489, ,SiO2 on Si,7/12/2015 7:28:11 PM,4767.06,,Unknown-11607,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 239,358.8,.98458, ,SiO2 on Si,7/12/2015 7:28:21 PM,4777.07,,Unknown-11608,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 240,359.4,.98421, ,SiO2 on Si,7/12/2015 7:28:31 PM,4787.06,,Unknown-11609,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 241,360,.98626, ,SiO2 on Si,7/12/2015 7:28:41 PM,4797.06,,Unknown-11610,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 242,360.6,.98611, ,SiO2 on Si,7/12/2015 7:28:51 PM,4807.06,,Unknown-11611,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 243,361.2,.98593, ,SiO2 on Si,7/12/2015 7:29:01 PM,4817.06,,Unknown-11612,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 244,361.9,.98565, ,SiO2 on Si,7/12/2015 7:29:11 PM,4827.07,,Unknown-11613,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 245,362.5,.98538, ,SiO2 on Si,7/12/2015 7:29:21 PM,4837.06,,Unknown-11614,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 246,363.1,.98534, ,SiO2 on Si,7/12/2015 7:29:31 PM,4847.06,,Unknown-11615,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 247,363.7,.98494, ,SiO2 on Si,7/12/2015 7:29:41 PM,4857.07,,Unknown-11616,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 248,364.4,.98478, ,SiO2 on Si,7/12/2015 7:29:51 PM,4867.07,,Unknown-11617,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 249,365,.98452, ,SiO2 on Si,7/12/2015 7:30:01 PM,4877.08,,Unknown-11618,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 250,365.6,.98434, ,SiO2 on Si,7/12/2015 7:30:11 PM,4887.07,,Unknown-11619,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 251,366.2,.98409, ,SiO2 on Si,7/12/2015 7:30:21 PM,4897.08,,Unknown-11620,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 252,366.9,.98381, ,SiO2 on Si,7/12/2015 7:30:31 PM,4907.08,,Unknown-11621,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 253,367.5,.98343, ,SiO2 on Si,7/12/2015 7:30:41 PM,4917.08,,Unknown-11622,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 254,368.1,.98318, ,SiO2 on Si,7/12/2015 7:30:51 PM,4927.08,,Unknown-11623,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 255,368.8,.98285, ,SiO2 on Si,7/12/2015 7:31:01 PM,4937.08,,Unknown-11624,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 256,369.4,.98243, ,SiO2 on Si,7/12/2015 7:31:11 PM,4947.08,,Unknown-11625,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 257,370,.98221, ,SiO2 on Si,7/12/2015 7:31:21 PM,4957.08,,Unknown-11626,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 258,370.7,.98370, ,SiO2 on Si,7/12/2015 7:31:31 PM,4967.08,,Unknown-11627,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 259,371.3,.98353, ,SiO2 on Si,7/12/2015 7:31:41 PM,4977.08,,Unknown-11628,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 260,371.9,.98348, ,SiO2 on Si,7/12/2015 7:31:51 PM,4987.08,,Unknown-11629,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 261,372.5,.98328, ,SiO2 on Si,7/12/2015 7:32:01 PM,4997.08,,Unknown-11630,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 262,373.1,.98307, ,SiO2 on Si,7/12/2015 7:32:11 PM,5007.08,,Unknown-11631,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 263,373.6,.98296, ,SiO2 on Si,7/12/2015 7:32:21 PM,5017.09,,Unknown-11632,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 264,374.2,.98282, ,SiO2 on Si,7/12/2015 7:32:31 PM,5027.08,,Unknown-11633,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 265,374.7,.98258, ,SiO2 on Si,7/12/2015 7:32:41 PM,5037.29,,Unknown-11634,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 266,375.2,.98250, ,SiO2 on Si,7/12/2015 7:32:51 PM,5047.28,,Unknown-11635,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 267,375.8,.98238, ,SiO2 on Si,7/12/2015 7:33:01 PM,5057.28,,Unknown-11636,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 268,376.2,.98217, ,SiO2 on Si,7/12/2015 7:33:11 PM,5067.29,,Unknown-11637,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 269,376.7,.98196, ,SiO2 on Si,7/12/2015 7:33:21 PM,5077.29,,Unknown-11638,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 270,377.1,.98158, ,SiO2 on Si,7/12/2015 7:33:31 PM,5087.29,,Unknown-11639,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 271,377.5,.98146, ,SiO2 on Si,7/12/2015 7:33:41 PM,5097.29,,Unknown-11640,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 272,378,.98137, ,SiO2 on Si,7/12/2015 7:33:51 PM,5107.29,,Unknown-11641,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 273,378.4,.98127, ,SiO2 on Si,7/12/2015 7:34:01 PM,5117.28,,Unknown-11642,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 274,378.8,.98119, ,SiO2 on Si,7/12/2015 7:34:11 PM,5127.29,,Unknown-11643,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 275,379.2,.98094, ,SiO2 on Si,7/12/2015 7:34:21 PM,5137.29,,Unknown-11644,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 276,379.6,.98069, ,SiO2 on Si,7/12/2015 7:34:31 PM,5147.28,,Unknown-11645,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 277,380,.98062, ,SiO2 on Si,7/12/2015 7:34:41 PM,5157.28,,Unknown-11646,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 278,380.4,.98068, ,SiO2 on Si,7/12/2015 7:34:51 PM,5167.29,,Unknown-11647,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 279,380.7,.98147, ,SiO2 on Si,7/12/2015 7:35:01 PM,5177.28,,Unknown-11648,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 280,381.1,.98130, ,SiO2 on Si,7/12/2015 7:35:11 PM,5187.28,,Unknown-11649,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 281,381.5,.98106, ,SiO2 on Si,7/12/2015 7:35:21 PM,5197.29,,Unknown-11650,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 282,381.9,.98087, ,SiO2 on Si,7/12/2015 7:35:31 PM,5207.29,,Unknown-11651,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 283,382.2,.98067, ,SiO2 on Si,7/12/2015 7:35:41 PM,5217.28,,Unknown-11652,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 284,382.6,.98075, ,SiO2 on Si,7/12/2015 7:35:51 PM,5227.29,,Unknown-11653,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 285,383,.98061, ,SiO2 on Si,7/12/2015 7:36:01 PM,5237.29,,Unknown-11654,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 286,383.3,.98049, ,SiO2 on Si,7/12/2015 7:36:11 PM,5247.28,,Unknown-11655,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 287,383.7,.98047, ,SiO2 on Si,7/12/2015 7:36:21 PM,5257.30,,Unknown-11656,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 288,384.1,.98017, ,SiO2 on Si,7/12/2015 7:36:31 PM,5267.29,,Unknown-11657,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 289,384.5,.98000, ,SiO2 on Si,7/12/2015 7:36:41 PM,5277.29,,Unknown-11658,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 290,384.8,.97978, ,SiO2 on Si,7/12/2015 7:36:51 PM,5287.30,,Unknown-11659,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 291,385.2,.97972, ,SiO2 on Si,7/12/2015 7:37:01 PM,5297.31,,Unknown-11660,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 292,385.5,.97947, ,SiO2 on Si,7/12/2015 7:37:11 PM,5307.31,,Unknown-11661,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 293,385.9,.97944, ,SiO2 on Si,7/12/2015 7:37:21 PM,5317.31,,Unknown-11662,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 294,386.3,.97935, ,SiO2 on Si,7/12/2015 7:37:31 PM,5327.31,,Unknown-11663,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 295,386.6,.97907, ,SiO2 on Si,7/12/2015 7:37:41 PM,5337.30,,Unknown-11664,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 296,387,.97891, ,SiO2 on Si,7/12/2015 7:37:51 PM,5347.31,,Unknown-11665,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 297,387.3,.97864, ,SiO2 on Si,7/12/2015 7:38:01 PM,5357.31,,Unknown-11666,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 298,387.7,.97875, ,SiO2 on Si,7/12/2015 7:38:11 PM,5367.31,,Unknown-11667,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 299,388.1,.97871, ,SiO2 on Si,7/12/2015 7:38:21 PM,5377.31,,Unknown-11668,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 300,388.4,.97831, ,SiO2 on Si,7/12/2015 7:38:31 PM,5387.31,,Unknown-11669,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 301,388.7,.97823, ,SiO2 on Si,7/12/2015 7:38:41 PM,5397.31,,Unknown-11670,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 302,389.1,.97789, ,SiO2 on Si,7/12/2015 7:38:51 PM,5407.31,,Unknown-11671,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 303,389.5,.97770, ,SiO2 on Si,7/12/2015 7:39:01 PM,5417.30,,Unknown-11672,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 304,389.9,.97762, ,SiO2 on Si,7/12/2015 7:39:11 PM,5427.30,,Unknown-11673,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 305,390.3,.97742, ,SiO2 on Si,7/12/2015 7:39:21 PM,5437.31,,Unknown-11674,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 306,390.6,.97739, ,SiO2 on Si,7/12/2015 7:39:31 PM,5447.30,,Unknown-11675,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 307,391,.97703, ,SiO2 on Si,7/12/2015 7:39:41 PM,5457.30,,Unknown-11676,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 308,391.4,.97805, ,SiO2 on Si,7/12/2015 7:39:51 PM,5467.31,,Unknown-11677,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 309,391.7,.97785, ,SiO2 on Si,7/12/2015 7:40:01 PM,5477.30,,Unknown-11678,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 310,392.1,.97772, ,SiO2 on Si,7/12/2015 7:40:11 PM,5487.30,,Unknown-11679,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 311,392.5,.97750, ,SiO2 on Si,7/12/2015 7:40:21 PM,5497.61,,Unknown-11680,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 312,392.8,.97757, ,SiO2 on Si,7/12/2015 7:40:31 PM,5507.60,,Unknown-11681,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 313,393.2,.97739, ,SiO2 on Si,7/12/2015 7:40:41 PM,5517.61,,Unknown-11682,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 314,393.6,.97732, ,SiO2 on Si,7/12/2015 7:40:51 PM,5527.61,,Unknown-11683,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 315,393.9,.97730, ,SiO2 on Si,7/12/2015 7:41:01 PM,5537.60,,Unknown-11684,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 316,394.3,.97720, ,SiO2 on Si,7/12/2015 7:41:11 PM,5547.60,,Unknown-11685,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 317,394.7,.97714, ,SiO2 on Si,7/12/2015 7:41:21 PM,5557.62,,Unknown-11686,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 318,395.1,.97690, ,SiO2 on Si,7/12/2015 7:41:31 PM,5567.60,,Unknown-11687,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 319,395.4,.97665, ,SiO2 on Si,7/12/2015 7:41:41 PM,5577.60,,Unknown-11688,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 320,395.8,.97663, ,SiO2 on Si,7/12/2015 7:41:51 PM,5587.61,,Unknown-11689,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 321,396.1,.97655, ,SiO2 on Si,7/12/2015 7:42:01 PM,5597.61,,Unknown-11690,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 322,396.5,.97643, ,SiO2 on Si,7/12/2015 7:42:11 PM,5607.61,,Unknown-11691,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 323,396.8,.97612, ,SiO2 on Si,7/12/2015 7:42:21 PM,5617.61,,Unknown-11692,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 324,397.2,.97613, ,SiO2 on Si,7/12/2015 7:42:31 PM,5627.61,,Unknown-11693,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 325,397.6,.97599, ,SiO2 on Si,7/12/2015 7:42:41 PM,5637.62,,Unknown-11694,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 326,397.9,.97580, ,SiO2 on Si,7/12/2015 7:42:51 PM,5647.62,,Unknown-11695,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 327,398.3,.97542, ,SiO2 on Si,7/12/2015 7:43:01 PM,5657.62,,Unknown-11696,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 328,398.7,.97546, ,SiO2 on Si,7/12/2015 7:43:11 PM,5667.62,,Unknown-11697,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 329,399,.97535, ,SiO2 on Si,7/12/2015 7:43:21 PM,5677.63,,Unknown-11698,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 330,399.4,.97510, ,SiO2 on Si,7/12/2015 7:43:31 PM,5687.62,,Unknown-11699,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 331,399.8,.97486, ,SiO2 on Si,7/12/2015 7:43:41 PM,5697.62,,Unknown-11700,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 332,400.1,.97495, ,SiO2 on Si,7/12/2015 7:43:51 PM,5707.62,,Unknown-11701,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 333,400.5,.97475, ,SiO2 on Si,7/12/2015 7:44:01 PM,5717.63,,Unknown-11702,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 334,400.8,.97450, ,SiO2 on Si,7/12/2015 7:44:11 PM,5727.63,,Unknown-11703,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 335,401.2,.97462, ,SiO2 on Si,7/12/2015 7:44:21 PM,5737.63,,Unknown-11704,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 336,401.6,.97433, ,SiO2 on Si,7/12/2015 7:44:31 PM,5747.63,,Unknown-11705,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 337,401.9,.97500, ,SiO2 on Si,7/12/2015 7:44:41 PM,5757.64,,Unknown-11706,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 338,402.3,.97488, ,SiO2 on Si,7/12/2015 7:44:51 PM,5767.63,,Unknown-11707,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 339,402.6,.97483, ,SiO2 on Si,7/12/2015 7:45:01 PM,5777.63,,Unknown-11708,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 340,403,.97442, ,SiO2 on Si,7/12/2015 7:45:11 PM,5787.63,,Unknown-11709,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 341,403.3,.97457, ,SiO2 on Si,7/12/2015 7:45:21 PM,5797.63,,Unknown-11710,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 342,403.7,.97451, ,SiO2 on Si,7/12/2015 7:45:31 PM,5807.63,,Unknown-11711,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 343,404,.97450, ,SiO2 on Si,7/12/2015 7:45:41 PM,5817.64,,Unknown-11712,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 344,404.3,.97437, ,SiO2 on Si,7/12/2015 7:45:51 PM,5827.64,,Unknown-11713,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 345,404.7,.97422, ,SiO2 on Si,7/12/2015 7:46:01 PM,5837.63,,Unknown-11714,1,3d07423b-750f-49d1-a5d9-d754707c5afd
 346,405,.97408, ,SiO2 on Si,7/12/2015 7:46:11 PM,5847.64,,Unknown-11715,1,3d07423b-750f-49d1-a5d9-d754707c5afd
